society_id,society_name,society_xd_id,language_glottocode,language_name,language_family,variable_id,code,code_label,focal_year,sub_case,comment
Ae53,Koko,xd175,bako1249,Bakoko,Atlantic-Congo,EA023,6,Matrilateral cross only,1920,,
Af15,Kpelle,xd192,libe1247,Liberia Kpelle,Mande,EA023,6,Matrilateral cross only,1920,,
Af2,Kissi,xd197,nort2765,Northern Kissi,Atlantic-Congo,EA023,6,Matrilateral cross only,1950,,
Af45,Avikam,xd225,avik1243,Avikam,Atlantic-Congo,EA023,6,Matrilateral cross only,1900,,But marriage with MoBrDa requires a ban-breaking sacrifice
Af5,Mende,xd230,mend1266,Mende (Sierra Leone),Mande,EA023,6,Matrilateral cross only,1930,,
Ag24,Koranko,xd260,kura1250,Kuranko,Mande,EA023,6,Matrilateral cross only,1910,,
Cb11,Midobi,xd460,mido1240,Midob,Nubian,EA023,6,Matrilateral cross only,1900,,Inferred from a report that marriage is permitted with a MoBrDa but forbidden with a FaSiDa
Ec1,Nivkh,xd617,gily1242,Nivkh,,EA023,6,Matrilateral cross only,1920,Sakhalin Island,
Ee1,Adi,xd653,bori1243,Bori-Karko,Sino-Tibetan,EA023,6,Matrilateral cross only,1940,,
Ee8,Magar,xd660,west2418,Western Magar,Sino-Tibetan,EA023,6,Matrilateral cross only,1950,with special reference to the sedentary inhabitants of Banyan Hill,
Ef4,Ho,xd666,hooo1248,Ho,Austroasiatic,EA023,6,Matrilateral cross only,1920,,Entry follows Majumdar; Chatterjee and Das report that cross- cousin marriage is recent and disapproved
Ei11,Aimol,xd698,aimo1244,Aimol,Sino-Tibetan,EA023,6,Matrilateral cross only,1910,,
Ei12,Thado,xd699,thad1238,Thado Chin,Sino-Tibetan,EA023,6,Matrilateral cross only,1910,,
Ei15,Rengma,xd702,sout2732,Southern Rengma Naga,Sino-Tibetan,EA023,6,Matrilateral cross only,1930,,
Ei16,Sema,xd703,sumi1235,Sumi Naga,Sino-Tibetan,EA023,6,Matrilateral cross only,1910,,
Ei19,Chin,xd706,asho1236,Asho Chin,Sino-Tibetan,EA023,6,Matrilateral cross only,1940,,
Ei2,Lhota,xd707,loth1237,Lotha Naga,Sino-Tibetan,EA023,6,Matrilateral cross only,1920,,
Ei20,Kuki,xd708,lush1249,Mizo,Sino-Tibetan,EA023,6,Matrilateral cross only,1940,with special reference to those of the Chittagong Hills,
Ei5,Kachin,xd711,kach1280,Southern Jinghpaw,Sino-Tibetan,EA023,6,Matrilateral cross only,1940,with special reference to the Jinghpaw,
Ei6,Purum,xd712,puru1266,Purum,Sino-Tibetan,EA023,6,Matrilateral cross only,1930,,
Ej1,Lamet,xd716,lame1256,Lamet,Austroasiatic,EA023,6,Matrilateral cross only,1940,"Lamet Tribe, Northwestern Laos",
Ej12,Lawa,xd719,west2396,Western Lawa,Austroasiatic,EA023,6,Matrilateral cross only,1960,,
Ej2,Mnong Gar,xd724,east2333,Eastern Mnong,Austroasiatic,EA023,6,Matrilateral cross only,1940,with special reference to the village of Sar Luk,MoYoBrDa only
Ib4,Toba Batak,xd753,bata1289,Batak Toba,Austronesian,EA023,6,Matrilateral cross only,1930,with special reference to the Toba group,
Ic3,Belu,xd765,tetu1245,Tetum,Austronesian,EA023,6,Matrilateral cross only,1950,with special reference to the Mountain Belu,
Ic8,Kei,xd770,keii1239,Kei,Austronesian,EA023,6,Matrilateral cross only,1890,,
Ic9,Sumbanese,xd771,kamb1299,Kambera,Austronesian,EA023,6,Matrilateral cross only,1930,with special reference to eastern Sumba,
Id12,Yir Yoront,xd775,jirj1239,Jir'jorond,Pama-Nyungan,EA023,6,Matrilateral cross only,1930,,
Id2,"Yolngu, Dhuwal",xd777,dhuw1249,Dhuwal,Pama-Nyungan,EA023,6,Matrilateral cross only,1930,,
Id6,Wikmunkan,xd781,wikm1247,Wik-Mungkan,Pama-Nyungan,EA023,6,Matrilateral cross only,1920,with special reference to the Archer River group,Marriage preferential with MoYoBrDa and any second cross-cousin but forbidden with FaSiDa and MoElBrDa
Ie6,Waropen,xd820,waro1242,Waropen,Austronesian,EA023,6,Matrilateral cross only,1930,,
Na4,Kaska,xd1056,kask1239,Kaska,Athabaskan-Eyak-Tlingit,EA023,6,Matrilateral cross only,1920,Upper Liard and Dease River Group,
Nb31,Tututni,xd1092,tutu1242,Tututni,Athabaskan-Eyak-Tlingit,EA023,6,Matrilateral cross only,1870,,
Nc22,Patwin,xd1121,patw1250,Patwin,Wintuan,EA023,6,Matrilateral cross only,1850,with special reference to the Hill Patwin,
Ne6,Mandan,xd1225,mand1446,Mandan,Siouan,EA023,6,Matrilateral cross only,1830,,Inferred from a report by Bowers (p. 75) that a man preferred to have a son-in-law from his own sib
Se1,Sirionó,xd1362,siri1273,Sirionó,Tupian,EA023,6,Matrilateral cross only,1940,Vicinity of the Rio Blanco,
Sg2,Mapuche,xd1384,mapu1245,Mapudungun,Araucanian,EA023,6,Matrilateral cross only,1880,Cholchol,
Aa1,!Kung,xd1,juho1239,South-Eastern Ju,Kxa,EA023,7,No first/second cousins,1950,Nyai Nyae region,
Ab12,Zulu,xd13,zulu1248,Zulu,Atlantic-Congo,EA023,7,No first/second cousins,1830,,
Ab3,Lozi,xd26,lozi1239,Lozi,Atlantic-Congo,EA023,7,No first/second cousins,1890,Ruling Luyana,
Ab9,Ndebele,xd32,nort2795,Zimbabwean Ndebele,Atlantic-Congo,EA023,7,No first/second cousins,1870,,
Ac4,Kuba,xd66,bush1247,Bushoong,Atlantic-Congo,EA023,7,No first/second cousins,1910,"with special reference to the Bushoong, the central subtribe",
Ad20,Nyamwezi,xd88,nyam1276,Nyamwezi,Atlantic-Congo,EA023,7,No first/second cousins,1920,,
Ad21,Pimbwe,xd89,pimb1238,Pimbwe,Atlantic-Congo,EA023,7,No first/second cousins,1930,,
Ad22,Sukuma,xd90,suku1261,Sukuma,Atlantic-Congo,EA023,7,No first/second cousins,1950,,
Ad3,Chagga,xd98,moch1256,Mochi,Atlantic-Congo,EA023,7,No first/second cousins,1910,,Marriage with a MoBrDa is allowed under special circumstances when Mo is dead
Ad4,Kikuyu,xd109,kiku1240,Kikuyu,Atlantic-Congo,EA023,7,No first/second cousins,1930,Fort Hall or Metume district,
Ad41,Vugusu,xd111,buku1249,Bukusu,Atlantic-Congo,EA023,7,No first/second cousins,1930,,
Ad46,Soga,xd116,soga1242,Soga,Atlantic-Congo,EA023,7,No first/second cousins,1950,,
Ad47,Sumbwa,xd117,sumb1240,Sumbwa,Atlantic-Congo,EA023,7,No first/second cousins,1900,,
Ad6,Nyakyusa,xd123,nyak1261,Nyakyusa,Atlantic-Congo,EA023,7,No first/second cousins,1930,Age villages of Mwaya and Masoko,
Ad9,Gisu,xd126,masa1299,Masaaba,Atlantic-Congo,EA023,7,No first/second cousins,1900,,
Ae1,Amba,xd127,amba1263,Amba (Uganda),Atlantic-Congo,EA023,7,No first/second cousins,1950,with special reference to those of Bwamba in Uganda,
Ae11,Songola,xd129,song1300,Songoora,Atlantic-Congo,EA023,7,No first/second cousins,1900,,
Ae2,Kpe,xd138,mokp1239,Mokpwe,Atlantic-Congo,EA023,7,No first/second cousins,1950,,
Ae20,Ekonda,xd139,ekon1238,Ekonda Mongo,Atlantic-Congo,EA023,7,No first/second cousins,1940,,
Ae3,Fang,xd149,fang1246,Fang (Equatorial Guinea),Atlantic-Congo,EA023,7,No first/second cousins,1910,,
Ae39,Ngombe,xd159,binj1250,Binja,Atlantic-Congo,EA023,7,No first/second cousins,1920,,
Ae4,Nkundo,xd160,nkun1238,Nkundo,Atlantic-Congo,EA023,7,No first/second cousins,1930,Ilanga group,
Ae5,Bamileke,xd171,fefe1239,Fe'fe',Atlantic-Congo,EA023,7,No first/second cousins,1910,,
Af13,Ebira,xd190,ebir1243,Ebira,Atlantic-Congo,EA023,7,No first/second cousins,1920,,
Af14,Sherbro,xd191,sher1258,Sherbro,Atlantic-Congo,EA023,7,No first/second cousins,1930,,
Af22,Itsekiri,xd200,isek1239,Isekiri,Atlantic-Congo,EA023,7,No first/second cousins,1940,,
Af29,Idoma,xd207,idom1241,Idoma,Atlantic-Congo,EA023,7,No first/second cousins,1950,,
Af33,Ekiti,xd212,ekit1244,Ekiti,Atlantic-Congo,EA023,7,No first/second cousins,1950,"Ekiti Division, Ondo Prov.",
Af34,Ife,xd213,ifee1241,Ifè,Atlantic-Congo,EA023,7,No first/second cousins,1930,"Ife Ilesha Division, Oyo Prov.",
Af46,Bakwe,xd226,bakw1243,Bakwé,Atlantic-Congo,EA023,7,No first/second cousins,1900,,
Ag2,Mossi (Yatenga),xd255,moss1236,Mossi,Atlantic-Congo,EA023,7,No first/second cousins,1950,"with special reference to Massi (Moshi) of Yatenga; (for those of Ouagadougou, see Ag47)",
Ag4,Tallensi,xd277,taln1239,Talni,Atlantic-Congo,EA023,7,No first/second cousins,1930,Tallensi Tribe,
Ag47,Mossi (Ouagadougou),xd285,moss1236,Mossi,Atlantic-Congo,EA023,7,No first/second cousins,1900,with special reference to those of Ouagadougou (see Ag2 for those of Yatenga),
Ah1,Katab,xd298,kata1265,Katab,Atlantic-Congo,EA023,7,No first/second cousins,1930,Zaria Province,
Ah11,Basa,xd300,basa1282,Basa (Nigeria),Atlantic-Congo,EA023,7,No first/second cousins,1950,,
Ah16,Angas,xd305,ngas1240,Ngas,Afro-Asiatic,EA023,7,No first/second cousins,1900,,
Ah17,Birom,xd306,bero1242,Berom,Atlantic-Congo,EA023,7,No first/second cousins,1930,,
Ah18,Burmawa,xd307,bogh1241,Boghom,Afro-Asiatic,EA023,7,No first/second cousins,1930,,
Ah4,Mambila,xd331,came1252,Donga Mambila,Atlantic-Congo,EA023,7,No first/second cousins,1920,,
Ah5,Margi,xd332,marg1265,Marghi Central,Afro-Asiatic,EA023,7,No first/second cousins,1930,,
Ah6,Gure,xd333,gbir1241,Gbiri-Niragu,Atlantic-Congo,EA023,7,No first/second cousins,1920,,
Ai28,Popoi,xd357,popo1291,Popoi,Central Sudanic,EA023,7,No first/second cousins,1910,,
Ai32,Lugbara,xd362,lugb1240,Lugbara,Central Sudanic,EA023,7,No first/second cousins,1920,,
Ai36,Jur,xd366,luok1236,Luo (Kenya and Tanzania),Nilotic,EA023,7,No first/second cousins,1920,,
Ai39,Mesakin,xd369,ngil1242,Ngile,Narrow Talodi,EA023,7,No first/second cousins,1940,,
Ai4,Ingassana,xd370,gaam1241,Gaam,Eastern Jebel,EA023,7,No first/second cousins,1920,,
Ai40,Moro,xd371,moro1285,Moro,Heibanic,EA023,7,No first/second cousins,1940,,
Ai41,Tira,xd372,tira1254,Tira,Heibanic,EA023,7,No first/second cousins,1930,,
Ai6,Shilluk,xd380,shil1265,Shilluk,Nilotic,EA023,7,No first/second cousins,1900,Shilluk Kingdom,
Ai7,Gbaya,xd381,nort2775,Northwest Gbaya,Atlantic-Congo,EA023,7,No first/second cousins,1910,,
Ai9,Masa,xd383,masa1322,Masana,Afro-Asiatic,EA023,7,No first/second cousins,1910,Around Yagoua in Cameroon,
Aj1,Teso,xd384,teso1249,Teso,Nilotic,EA023,7,No first/second cousins,1950,,
Aj11,Dinka,xd386,sout2832,Southwestern Dinka,Nilotic,EA023,7,No first/second cousins,1900,,
Aj17,Alur,xd392,alur1250,Alur,Nilotic,EA023,7,No first/second cousins,1890,,
Aj2,Maasi,xd395,masa1300,Masai,Nilotic,EA023,7,No first/second cousins,1900,Kisonko or Southern Masai of Tanzania,
Aj23,Plains Suk,xd399,east2420,East Pokot,Nilotic,EA023,7,No first/second cousins,1950,,
Aj3,Nuer,xd406,nuer1246,Nuer,Nilotic,EA023,7,No first/second cousins,1930,,
Aj5,Turkana,xd410,turk1308,Turkana,Nilotic,EA023,7,No first/second cousins,1920,,
Aj6,Luo,xd411,luok1236,Luo (Kenya and Tanzania),Nilotic,EA023,7,No first/second cousins,1940,,
Aj8,Bari,xd413,ligo1238,Ligo,Nilotic,EA023,7,No first/second cousins,1920,,
Ca13,Macha,xd419,west2721,West Central Oromo,Afro-Asiatic,EA023,7,No first/second cousins,1950,with special reference to the eastern Macha,
Ca2,Somali,xd426,nort3051,Northern Somali,Afro-Asiatic,EA023,7,No first/second cousins,1950,Dolbahanta clan or subtribe,
Ca3,Tigrinya,xd437,tigr1271,Tigrinya,Afro-Asiatic,EA023,7,No first/second cousins,1950,,
Ca32,Nara,xd440,nara1262,Nara,,EA023,7,No first/second cousins,1860,,
Ca33,Kunama,xd441,kuna1268,Kunama,,EA023,7,No first/second cousins,1860,,
Ca39,Jimma,xd447,west2721,West Central Oromo,Afro-Asiatic,EA023,7,No first/second cousins,1930,,
Ca7,Amhara,xd455,amha1245,Amharic,Afro-Asiatic,EA023,7,No first/second cousins,1950,Gondar district,
Cc14,Daza,xd492,daza1242,Dazaga,Saharan,EA023,7,No first/second cousins,1880,,
Cc2,Teda,xd498,teda1241,Tedaga,Saharan,EA023,7,No first/second cousins,1950,Nomads of Tibesti,
Ce7,Greeks,xd534,mode1248,Modern Greek,Indo-European,EA023,7,No first/second cousins,1950,with special reference to the village of Vasilika,
Cf5,French Canadians,xd540,stan1290,French,Indo-European,EA023,7,No first/second cousins,1930,,
Cg3,Irish,xd543,iris1253,Irish,Indo-European,EA023,7,No first/second cousins,1930,County Clare,
Ch4,Mari,xd568,east2328,Eastern Mari,Uralic,EA023,7,No first/second cousins,1900,,
Ch7,Ukranians,xd571,east2270,East Ukrainian,Indo-European,EA023,7,No first/second cousins,1930,,
Ch8,Magyar,xd572,hung1274,Hungarian,Uralic,EA023,7,No first/second cousins,1940,,
Ci1,Kalmyk,xd574,kalm1243,Oirad-Kalmyk,Mongolic,EA023,7,No first/second cousins,1920,with special reference to the Baga Dorbed group,
Ci10,Armenians,xd575,nucl1235,Eastern Armenian,Indo-European,EA023,7,No first/second cousins,1900,Vicinity of Erevan,
Eb1,Kazakh,xd609,kaza1248,Kazakh,Turkic,EA023,7,No first/second cousins,1910,Great Horde,
Eb3,Khalka,xd611,halh1238,Halh Mongolian,Mongolic,EA023,7,No first/second cousins,1940,Narobanchin Territory,
Ec10,Ob Ostyak,xd618,khan1273,Kazym-Berezover-Suryskarer Khanty,Uralic,EA023,7,No first/second cousins,1880,with special reference to those on the Ob River,
Ee3,Lepcha,xd655,lepc1244,Lepcha,Sino-Tibetan,EA023,7,No first/second cousins,1930,Lingthem and vicinity,
Ef2,Bengali,xd664,beng1280,Bengali,Indo-European,EA023,7,No first/second cousins,1940,with special reference t the Western or Hindu Bengali,
Ef3,Indo-Iranian,xd665,sans1269,Sanskrit,Indo-European,EA023,7,No first/second cousins,-800,,
Ef5,Bhil,xd667,bhil1251,Bhili,Indo-European,EA023,7,No first/second cousins,1900,,
Eh10,Betsileo,xd687,bets1235,Betsileo,Austronesian,EA023,7,No first/second cousins,,,
Ei10,Chakma,xd697,chak1266,Chakma,Indo-European,EA023,7,No first/second cousins,1870,,
Ej13,Muong,xd720,muon1246,Muong,Austroasiatic,EA023,7,No first/second cousins,1940,,
Ia1,Atayal,xd732,atay1247,Atayal,Austronesian,EA023,7,No first/second cousins,1930,Atayal Tribe (but exdluding Sedeq),
Ia10,Bunun,xd733,bunu1267,Bunun,Austronesian,EA023,7,No first/second cousins,1930,,
Ia11,Puyuma,xd734,puyu1239,Puyuma,Austronesian,EA023,7,No first/second cousins,1930,,
Ia15,Manobo,xd738,agus1235,Agusan Manobo,Austronesian,EA023,7,No first/second cousins,1920,with special reference to those of the Agusan Valley,
Ia18,Bisayan,xd741,akla1241,Aklanon,Austronesian,EA023,7,No first/second cousins,1950,with special reference to the village of Manland in western Negros,
Ia3,Ifugao,xd743,tuwa1243,Tuwali Ifugao,Austronesian,EA023,7,No first/second cousins,1920,Kiangan Group,
Ia5,Hanunoo,xd745,hanu1241,Hanunoo,Austronesian,EA023,7,No first/second cousins,1950,,
Ia6,Paiwan,xd746,paiw1248,Paiwan,Austronesian,EA023,7,No first/second cousins,1930,Su-Paiwan Village,
Ia7,Tagbanua,xd747,tagb1258,Tagbanwa,Austronesian,EA023,7,No first/second cousins,1950,,
Ia9,Ami,xd749,amis1246,Amis,Austronesian,EA023,7,No first/second cousins,1930,with special reference to the southern Ami,
Ib5,Kadazan-Dusun,xd754,cent2100,Central Dusun,Austronesian,EA023,7,No first/second cousins,1920,with special reference to the village of Sensuron,
Ib8,Anak Dalam,xd757,kubu1239,Kubu,Austronesian,EA023,7,No first/second cousins,1900,with special reference to the Ridan group,
Ib9,Punan,xd758,puna1275,Punan Bah-Biau,Austronesian,EA023,7,No first/second cousins,1950,with special reference to settled Punan,
Ic11,Ambonese,xd761,ambo1250,Ambonese Malay,Austronesian,EA023,7,No first/second cousins,1950,Allang,
Ic2,Alorese,xd764,abui1241,Abui,Timor-Alor-Pantar,EA023,7,No first/second cousins,1940,Abui of Atimelang Village,
Id10,Walbiri,xd773,warl1254,Warlpiri,Pama-Nyungan,EA023,7,No first/second cousins,1930,,But marriage is preferred with a remoter classificatory MoMoBrDaDa
Ie10,Motu,xd786,motu1246,Motu,Austronesian,EA023,7,No first/second cousins,1950,with special reference to the Western Motu,
Ie14,Miriam,xd790,meri1244,Meriam,Eastern Trans-Fly,EA023,7,No first/second cousins,1900,,
Ie18,Kimam,xd794,kima1246,Kimaama,Kolopom,EA023,7,No first/second cousins,1940,Bamol Village,
Ie20,Koita,xd797,koit1244,Koitabu,Koiarian,EA023,7,No first/second cousins,1900,,
Ie34,Bgu,xd812,bong1287,Bonggo,Austronesian,EA023,7,No first/second cousins,1960,,
Ie36,Samarokena,xd814,sama1240,Samarokena,Greater Kwerba,EA023,7,No first/second cousins,1950,,
Ie8,Purari,xd822,pura1257,Purari,,EA023,7,No first/second cousins,1910,with special reference to the Koriki,
If1,Palauans,xd824,pala1344,Palauan,Austronesian,EA023,7,No first/second cousins,1940,"Ulimang, Badeldaob Island",
If14,Makin,xd829,bana1287,Banaban,Austronesian,EA023,7,No first/second cousins,1890,Makin and Butiritari Islands (N),"But 'any first cousins' (code ""10"") in the aristocracy"
If15,Carolinians,xd830,caro1242,Carolinian,Austronesian,EA023,7,No first/second cousins,1930,,
If2,Trukese,xd833,chuu1238,Chuukese,Austronesian,EA023,7,No first/second cousins,1940,Romonum Island,
If4,Ifaluk,xd835,nucl1479,Nuclear Woleaian,Austronesian,EA023,7,No first/second cousins,1940,with special reference to the inhabitants of Ifaluk atoll,
If7,Gilbert Onotoa,xd838,nuii1237,Nui,Austronesian,EA023,7,No first/second cousins,1940,with special reference to the inhabitants of Onotoa,
If8,Chamorro,xd839,cham1312,Chamorro,Austronesian,EA023,7,No first/second cousins,1950,with special reference to those of Saipa,
Ig3,Kurtatchi,xd855,tinp1237,Tinputz,Austronesian,EA023,7,No first/second cousins,1930,,
Ig8,Simboese,xd860,simb1256,Simbo,Austronesian,EA023,7,No first/second cousins,1910,,
Ih2,Seniang,xd868,sout2857,Nahavaq,Austronesian,EA023,7,No first/second cousins,1930,Malekula Island,
Ih3,Bunlap,xd869,saaa1241,Sa,Austronesian,EA023,7,No first/second cousins,1950,Bunlap Village,Marriage is preferred with MoBrDaDa or MoMoBrDa
Ih7,Lifu,xd873,dehu1237,Dehu,Austronesian,EA023,7,No first/second cousins,1910,,
Ii1,American Samoans,xd876,samo1305,Samoan,Austronesian,EA023,7,No first/second cousins,1920,with special reference to American Samoa,
Ii13,Uveans,xd879,wall1257,East Uvean,Austronesian,EA023,7,No first/second cousins,1830,,
Ii14,Upolu Samoans,xd880,samo1305,Samoan,Austronesian,EA023,7,No first/second cousins,1829,,
Ii3,Pukapukans,xd882,puka1242,Pukapuka,Austronesian,EA023,7,No first/second cousins,1930,,
Ii5,Ontong Java,xd884,onto1237,Luangiua,Austronesian,EA023,7,No first/second cousins,1920,"Leuenuwa, Lord Howe's Islanders",
Ii6,Tokelau,xd885,toke1240,Tokelau,Austronesian,EA023,7,No first/second cousins,1900,with special reference to Atafu,
Ii7,Kapingamarangi,xd886,kapi1249,Kapingamarangi,Austronesian,EA023,7,No first/second cousins,1910,,
Ij1,Mangaians,xd889,raro1241,Southern Cook Island Maori,Austronesian,EA023,7,No first/second cousins,1820,,
Ij10,Tongarevans,xd890,penr1237,Māngarongaro,Austronesian,EA023,7,No first/second cousins,1900,,
Na12,Nunamiut,xd1029,nort2944,North Slope Inupiatun,Eskimo-Aleut,EA023,7,No first/second cousins,1950,,
Na2,Tareumiut,xd1036,nort2944,North Slope Inupiatun,Eskimo-Aleut,EA023,7,No first/second cousins,1880,,
Na21,Caribou Inuit,xd1038,cari1277,Kivalliq,Eskimo-Aleut,EA023,7,No first/second cousins,1900,,
Na22,Iglulik Inuit,xd1025,west2618,Western Canadian Inuktitut,Eskimo-Aleut,EA023,7,No first/second cousins,1920,with special reference to the Aivilingmiut and Iglulingmiut,
Na26,Dena'ina,xd1042,tana1289,Tanaina,Athabaskan-Eyak-Tlingit,EA023,7,No first/second cousins,1870,with special reference to the Iliamna,
Na41,Mi'kmaq,xd1058,mikm1235,Mi'kmaq,Algic,EA023,7,No first/second cousins,1700,Mainland division,
Nb10,Alkatcho,xd1069,sout2958,Southern Carrier,Athabaskan-Eyak-Tlingit,EA023,7,No first/second cousins,1865,,
Nb11,Nuu chah nulth,xd1070,nuuc1236,Nuu-chah-nulth,Wakashan,EA023,7,No first/second cousins,1880,with special reference to the Central Nootka,
Nb12,Klahoose,xd1071,slia1241,Sliammon,Salishan,EA023,7,No first/second cousins,1880,,
Nb13,Squamish,xd1072,squa1248,Squamish,Salishan,EA023,7,No first/second cousins,1880,,
Nb14,Comox,xd1073,isla1276,Island Comox,Salishan,EA023,7,No first/second cousins,1880,,
Nb15,Lummi,xd1074,lumm1243,Lummi,Salishan,EA023,7,No first/second cousins,1880,,
Nb16,Klallam,xd1075,clal1241,Clallam,Salishan,EA023,7,No first/second cousins,1860,,
Nb18,Quileute,xd1077,quil1240,Quileute,Chimakuan,EA023,7,No first/second cousins,1880,,
Nb2,Twana,xd1079,twan1247,Twana,Salishan,EA023,7,No first/second cousins,1850,Twana Tribe,
Nb24,Makah,xd1084,maka1318,Makah,Wakashan,EA023,7,No first/second cousins,1860,,
Nb25,Quinault,xd1085,quin1251,Quinault,Salishan,EA023,7,No first/second cousins,1860,,
Nb26,Cowichan,xd1086,cowi1241,Cowichan,Salishan,EA023,7,No first/second cousins,1880,,
Nb27,Stó:lō,xd1087,chil1281,Chiliwack,Salishan,EA023,7,No first/second cousins,1880,with special reference to the Tait,
Nb32,Shasta,xd1093,shas1239,Shasta,Shastan,EA023,7,No first/second cousins,1860,with special reference to the Shastika or eastern Shasta,
Nb33,Chimariko,xd1094,chim1301,Chimariko,,EA023,7,No first/second cousins,1860,,
Nb34,Karuk,xd1095,karo1304,Karok,,EA023,7,No first/second cousins,1860,,
Nb35,Hupa,xd1096,hupa1239,Hupa,Athabaskan-Eyak-Tlingit,EA023,7,No first/second cousins,1860,,
Nb36,Wiyot,xd1097,wiyo1248,Wiyot,Algic,EA023,7,No first/second cousins,1860,,
Nb37,Lassik,xd1098,wail1244,Wailaki,Athabaskan-Eyak-Tlingit,EA023,7,No first/second cousins,1860,,
Nb38,Mattole-Bear River,xd1099,matt1238,Mattole,Athabaskan-Eyak-Tlingit,EA023,7,No first/second cousins,1860,with special reference to the inhabitants of the Bear River,
Nb39,Sinkyone,xd1100,wail1244,Wailaki,Athabaskan-Eyak-Tlingit,EA023,7,No first/second cousins,1860,,
Nb4,Yurok,xd1101,yuro1248,Yurok,Algic,EA023,7,No first/second cousins,1850,,
Nc10,Achumawi,xd1108,achu1247,Achumawi,Palaihnihan,EA023,7,No first/second cousins,1860,,
Nc11,Yana,xd1109,yana1271,Yana,,EA023,7,No first/second cousins,1860,,
Nc12,Maidu,xd1110,nort2952,Northeast Maidu,Maiduan,EA023,7,No first/second cousins,1850,with special reference to the Northeastern Mountain Maidu,
Nc14,Wintu,xd1112,nucl1651,Nuclear Wintu,Wintuan,EA023,7,No first/second cousins,1860,with special reference to the northeastern Wintu,
Nc2,Tübalulabal,xd1118,tuba1278,Tübatulabal,Uto-Aztecan,EA023,7,No first/second cousins,1850,,
Nc20,Wappo,xd1119,wapp1239,Wappo,Yuki-Wappo,EA023,7,No first/second cousins,1860,,
Nc23,Western Mono,xd1122,mono1275,Mono (USA),Uto-Aztecan,EA023,7,No first/second cousins,1870,,
Nc24,Southern Valley Yokuts,xd1123,vall1251,Valley Yokuts,Yokutsan,EA023,7,No first/second cousins,1860,Tulare Lake,
Nc25,Wukchumni,xd1124,tule1245,Tule-Kaweah Yokuts,Yokutsan,EA023,7,No first/second cousins,1860,,
Nc3,Northern Foothill Yokuts,xd1129,nort2937,Northern Hill/Valley Yokuts,Yokutsan,EA023,7,No first/second cousins,1850,with special reference to those of the Northern Foothills,
Nc30,Serrano,xd1130,serr1255,Serrano,Uto-Aztecan,EA023,7,No first/second cousins,1870,,
Nc31,Cahuilla (Desert),xd1131,cahu1264,Cahuilla,Uto-Aztecan,EA023,7,No first/second cousins,1870,with special reference to the Desert Cahuilla,
Nc32,Cupeño,xd1132,cupe1243,Cupeño,Uto-Aztecan,EA023,7,No first/second cousins,1870,,
Nc33,Luiseño,xd1133,luis1253,Luiseno,Uto-Aztecan,EA023,7,No first/second cousins,1860,,
Nc4,Atsugewi,xd1135,atsu1245,Atsugewi,Palaihnihan,EA023,7,No first/second cousins,1860,,
Nc6,Kumeyaay,xd1137,kumi1248,Tipai,Cochimi-Yuman,EA023,7,No first/second cousins,1850,with special reference to the Southern Diegueno,
Nc7,Yuki,xd1138,yuki1243,Yuki,Yuki-Wappo,EA023,7,No first/second cousins,1850,,
Nc8,Klamath,xd1139,klam1254,Klamath-Modoc,,EA023,7,No first/second cousins,1860,Klamath Tribe,
Nc9,Modoc,xd1140,klam1254,Klamath-Modoc,,EA023,7,No first/second cousins,1860,,
Nd1,Tenino,xd1141,teni1238,Tenino,Sahaptian,EA023,7,No first/second cousins,1850,,
Nd10,Nlaka'pamux,xd1142,thom1243,Thompson,Salishan,EA023,7,No first/second cousins,1860,,
Nd11,Shuswap,xd1143,shus1248,Shuswap,Salishan,EA023,7,No first/second cousins,1850,with special reference to the southeastern Shuswap,
Nd12,Bitterroot Salish,xd1144,kali1309,Kalispel,Salishan,EA023,7,No first/second cousins,1860,,
Nd15,Sinkaitk,xd1147,sout2963,Southern Okanogan,Salishan,EA023,7,No first/second cousins,1880,,
Nd18,Wishram,xd1150,wasc1239,Wasco-Wishram,Chinookan,EA023,7,No first/second cousins,1860,,
Nd19,Umatilla,xd1151,umat1237,Umatilla,Sahaptian,EA023,7,No first/second cousins,1860,,
Nd2,Southern Ute,xd1152,utee1244,Ute,Uto-Aztecan,EA023,7,No first/second cousins,1860,,
Nd20,Nez Perce,xd1153,nezp1238,Nez Perce,Sahaptian,EA023,7,No first/second cousins,1850,,
Nd21,Tagotoka,xd1154,nort1551,North Northern Paiute,Uto-Aztecan,EA023,7,No first/second cousins,1870,,
Nd22,Wadadokado,xd1155,nort1551,North Northern Paiute,Uto-Aztecan,EA023,7,No first/second cousins,1870,Wadadika of Harney Valley,
Nd23,Atsakudokwa,xd1156,nort1551,North Northern Paiute,Uto-Aztecan,EA023,7,No first/second cousins,1870,,
Nd24,Kidutokado,xd1157,nort1551,North Northern Paiute,Uto-Aztecan,EA023,7,No first/second cousins,1870,,
Nd25,Sawakudokwa,xd1158,nort1551,North Northern Paiute,Uto-Aztecan,EA023,7,No first/second cousins,1870,,
Nd26,Wadatkuht,xd992,sout2967,South Northern Paiute,Uto-Aztecan,EA023,7,No first/second cousins,1870,,Not specifically reported; inferred from the adjacent Tasiget Paiute
Nd27,Kuyuidokado,xd1160,sout2967,South Northern Paiute,Uto-Aztecan,EA023,7,No first/second cousins,1860,,
